hit,ID,group,name,image,rows,cols,nonzeros,kind
384,981,Sumner,graphics,,29493,11822,117954,computer graphics/vision problem
385,2220,TSOPF,TSOPF_FS_b300,,29214,29214,4400122,power network problem
386,2224,TSOPF,TSOPF_FS_b300_c1,,29214,29214,4400122,power network problem
387,1773,Meszaros,stat96v2,,29089,957432,2852184,linear programming problem
388,931,FEMLAB,sme3Db,,29067,29067,2081063,structural problem
389,956,Schenk_IBMSDS,3D_28984_Tetra,,28984,28984,285092,semiconductor device problem
390,1872,YCheng,psse2,,28634,11028,115262,power network problem
391,1329,Kemelmacher,Kemelmacher,,28452,9693,100875,computer graphics/vision problem
392,2238,TSOPF,TSOPF_RS_b300_c2,,28338,28338,2943887,power network problem
393,2229,TSOPF,TSOPF_FS_b39_c7,,28216,28216,730080,power network problem
394,1299,GHS_indef,bratu3d,,27792,27792,173796,2D/3D problem
395,954,Schenk_IBMSDS,2D_27628_bjtcai,,27628,27628,206670,semiconductor device problem
396,1298,GHS_indef,brainpc2,,27607,27607,179395,optimization problem
397,574,Hollinger,jan99jac080,,27534,27534,151063,economic problem
398,575,Hollinger,jan99jac080sc,,27534,27534,151063,economic problem
399,584,Hollinger,mark3jac060,,27449,27449,160723,economic problem
400,585,Hollinger,mark3jac060sc,,27449,27449,160723,economic problem
401,1692,Meszaros,baxter,,27441,30733,111576,linear programming problem
402,1870,YCheng,psse0,,26722,11028,102432,power network problem
403,833,Wang,wang4,,26068,26068,177196,semiconductor device problem
404,832,Wang,wang3,,26064,26064,177168,semiconductor device problem
405,1909,TKK,smt,,25710,25710,3749582,structural problem
406,2235,TSOPF,TSOPF_RS_b2052_c1,,25626,25626,6761100,power network problem
407,342,Boeing,bcsstk37,,25503,25503,1140977,structural problem
408,347,Boeing,bcsstm37,,25503,25503,15525,structural problem
409,289,Averous,epb2,,25228,25228,175027,thermal problem
410,1109,Sandia,mult_dcop_01,,25187,25187,193276,circuit simulation problem sequence
411,1110,Sandia,mult_dcop_02,,25187,25187,193276,subsequent circuit simulation problem
412,1111,Sandia,mult_dcop_03,,25187,25187,193216,subsequent circuit simulation problem
413,1234,GHS_indef,dtoc,,24993,24993,69972,optimization problem
414,1874,HVDC,hvdc1,,24842,24842,158426,power network problem
415,352,Boeing,crystk03,,24696,24696,1751178,materials problem
416,355,Boeing,crystm03,,24696,24696,583770,materials problem
417,1666,Mittelmann,fome12,,24284,48920,142528,linear programming problem
418,1571,Schenk_IBMNA,c-52,,23948,23948,202708,optimization problem
419,554,Hollinger,g7jac080,,23670,23670,259648,economic problem
420,555,Hollinger,g7jac080sc,,23670,23670,259648,economic problem
421,291,Bai,af23560,,23560,23560,460598,computational fluid dynamics problem
422,2269,Puri,ABACUS_shell_ud,,23412,23412,218484,model reduction problem
423,1570,Schenk_IBMNA,c-51,,23196,23196,203048,optimization problem
424,341,Boeing,bcsstk36,,23052,23052,1143140,structural problem
425,346,Boeing,bcsstm36,,23052,23052,320606,structural problem
426,362,Boeing,msc23052,,23052,23052,1142686,structural problem
427,1249,GHS_indef,tuma1,,22967,22967,87760,2D/3D problem
428,1337,VanVelzen,Zd_Jac2_db,,22835,22835,676439,chemical process simulation problem
429,1338,VanVelzen,Zd_Jac2,,22835,22835,1642407,chemical process simulation problem
430,1339,VanVelzen,Zd_Jac3_db,,22835,22835,713907,chemical process simulation problem
431,1340,VanVelzen,Zd_Jac3,,22835,22835,1915726,chemical process simulation problem
432,1341,VanVelzen,Zd_Jac6_db,,22835,22835,663643,chemical process simulation problem
433,1342,VanVelzen,Zd_Jac6,,22835,22835,1711557,chemical process simulation problem
434,732,Li,li,,22695,22695,1215181,electromagnetics problem
435,447,Goodwin,rim,,22560,22560,1014951,computational fluid dynamics problem
436,1569,Schenk_IBMNA,c-50,,22401,22401,180245,optimization problem
437,1807,Meszaros,fxm4_6,,22400,47185,265442,linear programming problem
438,2280,Belcastro,human_gene1,,22283,22283,24669643,undirected weighted graph
439,1815,Meszaros,ts-palko,,22002,47235,1076903,linear programming problem
440,1333,VanVelzen,std1_Jac2_db,,21982,21982,498771,chemical process simulation problem
441,1334,VanVelzen,std1_Jac2,,21982,21982,1248213,chemical process simulation problem
442,1335,VanVelzen,std1_Jac3_db,,21982,21982,531826,chemical process simulation problem
443,1336,VanVelzen,std1_Jac3,,21982,21982,1455374,chemical process simulation problem
444,1889,NYPA,Maragal_6,,21255,10152,537694,least squares problem
445,816,Simon,raefsky3,,21200,21200,1488768,computational fluid dynamics problem
446,1568,Schenk_IBMNA,c-49,,21132,21132,157040,optimization problem
447,2356,Rommes,bips07_3078,,21128,21128,75729,eigenvalue/model reduction problem
448,2349,Rommes,xingo3012,,20944,20944,74386,eigenvalue/model reduction problem
449,1862,Szczerba,Ill_Stokes,,20896,20896,191368,computational fluid dynamics problem
450,1768,Meszaros,route,,20894,43019,206782,linear programming problem
451,2347,Rommes,descriptor_xingo6u,,20738,20738,73916,eigenvalue/model reduction problem
452,1376,Rajat,rajat27,,20640,20640,97353,circuit simulation problem
453,572,Hollinger,jan99jac060,,20614,20614,111903,economic problem
454,573,Hollinger,jan99jac060sc,,20614,20614,111903,economic problem
455,455,Grund,bayer04,,20545,20545,85537,chemical process simulation problem
456,925,FEMLAB,ns3Da,,20414,20414,1679599,computational fluid dynamics problem
457,2234,TSOPF,TSOPF_RS_b162_c4,,20374,20374,812749,power network problem
458,1210,Oberwolfach,t3dl_a,,20360,20360,509866,duplicate model reduction problem
459,1211,Oberwolfach,t3dl_e,,20360,20360,20360,duplicate model reduction problem
460,1451,Oberwolfach,t3dl,,20360,20360,509866,model reduction problem
461,1443,Oberwolfach,rail_20209,,20209,20209,139233,model reduction problem
462,1428,Oberwolfach,chipcool0,,20082,20082,281150,model reduction problem
463,1429,Oberwolfach,chipcool1,,20082,20082,281150,model reduction problem
464,1427,GHS_indef,qpband,,20000,20000,45000,optimization problem
465,1437,Oberwolfach,LF10000,,19998,19998,99982,model reduction problem
466,1439,Oberwolfach,LFAT5000,,19994,19994,79966,model reduction problem
467,1363,PARSEC,Si5H12,,19896,19896,738598,theoretical/quantum chemistry problem
468,817,Simon,raefsky4,,19779,19779,1316789,structural problem
469,431,FIDAP,ex35,,19716,19716,227872,computational fluid dynamics problem
470,870,Pothen,bodyy6,,19366,19366,134208,structural problem
471,1830,Meszaros,scfxm1-2b,,19036,33047,111052,linear programming problem sequence
472,2243,TSOPF,TSOPF_RS_b678_c1,,18696,18696,4396289,power network problem
473,869,Pothen,bodyy5,,18589,18589,128853,structural problem
474,970,Schenk_ISEI,nmos3,,18588,18588,237130,semiconductor device problem
475,901,Shen,shermanACb,,18510,18510,145149,2D/3D problem
476,1771,Meszaros,south31,,18425,36321,112398,linear programming problem
477,1567,Schenk_IBMNA,c-48,,18354,18354,166080,optimization problem
478,582,Hollinger,mark3jac040,,18289,18289,106803,economic problem
479,583,Hollinger,mark3jac040sc,,18289,18289,106803,economic problem
480,937,ND,nd6k,,18000,18000,6897316,2D/3D problem
481,1851,Botonakis,FEM_3D_thermal1,,17880,17880,430740,thermal problem
482,543,Hamm,memplus,,17758,17758,99147,circuit simulation problem
483,552,Hollinger,g7jac060,,17730,17730,183325,economic problem
484,553,Hollinger,g7jac060sc,,17730,17730,183325,economic problem
485,1778,Meszaros,testbig,,17613,31223,61639,linear programming problem
486,746,Mallya,lhr17,,17576,17576,379761,chemical process simulation problem
487,747,Mallya,lhr17c,,17576,17576,381975,chemical process simulation problem
488,868,Pothen,bodyy4,,17546,17546,121550,structural problem
489,1426,GHS_indef,cvxqp3,,17500,17500,114962,optimization problem
490,1709,Meszaros,ex3sta1,,17443,17516,68779,linear programming problem
491,1202,Oberwolfach,gyro_k,,17361,17361,1021159,duplicate model reduction problem
492,1203,Oberwolfach,gyro_m,,17361,17361,340431,duplicate model reduction problem
493,1435,Oberwolfach,gyro,,17361,17361,1021159,model reduction problem
494,899,Shen,e40r0100,,17281,17281,553562,2D/3D problem
495,1359,PARSEC,Si10H16,,17077,17077,875923,theoretical/quantum chemistry problem
496,2278,Grund,poli3,,16955,16955,37849,economic problem
497,2355,Rommes,bips07_2476,,16861,16861,66498,eigenvalue/model reduction problem
498,2393,Newman,cond-mat,,16726,16726,95188,undirected weighted graph
499,2391,Newman,astro-ph,,16706,16706,242502,undirected weighted graph
500,697,LPnetlib,lp_stocfor3,,16675,23541,72721,linear programming problem
501,409,FIDAP,ex11,,16614,16614,1096948,computational fluid dynamics problem
502,1243,GHS_indef,ncvxqp9,,16554,16554,54040,optimization problem
503,919,Hohn,fd18,,16428,16428,63406,materials problem
504,922,Hohn,sinc18,,16428,16428,948696,materials problem
505,1693,Meszaros,car4,,16384,33052,63724,linear programming problem
506,813,Simon,olafu,,16146,16146,1015156,structural problem
507,1847,UTEP,Dubcova1,,16129,16129,253009,2D/3D problem
508,1212,LiuWenzhuo,powersim,,15838,15838,64424,power network problem
509,468,Grund,poli_large,,15575,15575,33033,economic problem
510,47,HB,bcsstk25,,15439,15439,252241,structural problem
511,75,HB,bcsstm25,,15439,15439,15439,structural problem
512,2537,IPSO,OPF_3754,,15435,15435,141478,power network problem
513,2233,TSOPF,TSOPF_RS_b162_c3,,15374,15374,610299,power network problem
514,1566,Schenk_IBMNA,c-47,,15343,15343,211401,optimization problem
515,2354,Rommes,bips07_1998,,15066,15066,62198,eigenvalue/model reduction problem
516,1565,Schenk_IBMNA,c-46,,14913,14913,130397,optimization problem
517,1184,ACUSIM,Pres_Poisson,,14822,14822,715804,computational fluid dynamics problem
518,551,Hollinger,g7jac050sc,,14760,14760,145157,economic problem
519,288,Averous,epb1,,14734,14734,95053,thermal problem
520,2237,TSOPF,TSOPF_RS_b300_c1,,14538,14538,1474325,power network problem
521,2214,QY,case9,,14454,14454,147972,power network problem sequence
522,2231,TSOPF,TSOPF_FS_b9_c6,,14454,14454,147972,power network problem
523,1810,Meszaros,stormg2-27,,14441,37485,94274,linear programming problem
524,1834,Meszaros,scrs8-2r,,14364,27691,58439,linear programming problem sequence
525,2281,Belcastro,human_gene2,,14340,14340,18068388,undirected weighted graph
526,1871,YCheng,psse1,,14318,11028,57376,power network problem
527,744,Mallya,lhr14,,14270,14270,305750,chemical process simulation problem
528,745,Mallya,lhr14c,,14270,14270,307858,chemical process simulation problem
529,1319,Engwirda,airfoil_2d,,14214,14214,259688,computational fluid dynamics problem
530,2242,TSOPF,TSOPF_RS_b39_c7,,14098,14098,252446,power network problem
531,811,Simon,appu,,14000,14000,1853104,directed weighted random graph
532,351,Boeing,crystk02,,13965,13965,968583,materials problem
533,354,Boeing,crystm02,,13965,13965,322905,materials problem
534,453,Grund,bayer02,,13935,13935,63307,chemical process simulation problem
535,570,Hollinger,jan99jac040,,13694,13694,72734,economic problem
536,571,Hollinger,jan99jac040sc,,13694,13694,72734,economic problem
537,1912,TKK,cbuckle,,13681,13681,676515,structural problem
538,445,Garon,garon2,,13535,13535,373235,computational fluid dynamics problem
539,927,FEMLAB,poisson3Da,,13514,13514,352762,computational fluid dynamics problem
540,461,Grund,bayer10,,13436,13436,71594,chemical process simulation problem
541,2341,Rommes,mimo8x8_system,,13309,13309,48872,eigenvalue/model reduction problem
542,2346,Rommes,zeros_nopss_13k,,13296,13296,48827,eigenvalue/model reduction problem
543,2353,Rommes,bips07_1693,,13275,13275,49044,eigenvalue/model reduction problem
544,2339,Rommes,ww_vref_6405,,13251,13251,48737,eigenvalue/model reduction problem
545,2342,Rommes,mimo28x28_system,,13251,13251,48737,eigenvalue/model reduction problem
546,2340,Rommes,xingo_afonso_itaipu,,13250,13250,48735,eigenvalue/model reduction problem
547,2343,Rommes,mimo46x46_system,,13250,13250,48735,eigenvalue/model reduction problem
548,1564,Schenk_IBMNA,c-45,,13206,13206,174452,optimization problem
549,1250,GHS_indef,tuma2,,12992,12992,49365,2D/3D problem
550,1247,GHS_indef,stokes64,,12546,12546,140034,computational fluid dynamics problem
551,1248,GHS_indef,stokes64s,,12546,12546,140034,computational fluid dynamics problem
552,930,FEMLAB,sme3Da,,12504,12504,874887,structural problem
553,379,Cote,vibrobox,,12328,12328,301700,acoustics problem
554,1665,Mittelmann,fome11,,12142,24460,71264,linear programming problem
555,372,Bomhof,circuit_3,,12127,12127,48137,circuit simulation problem
556,1242,GHS_indef,ncvxqp1,,12111,12111,73963,optimization problem
557,415,FIDAP,ex19,,12005,12005,259577,computational fluid dynamics problem
558,1303,GHS_indef,linverse,,11999,11999,95977,statistical/mathematical problem
559,40,HB,bcsstk18,,11948,11948,149090,structural problem
560,549,Hollinger,g7jac040,,11790,11790,107383,economic problem
561,550,Hollinger,g7jac040sc,,11790,11790,107383,economic problem
562,1436,Oberwolfach,inlet,,11730,11730,328323,model reduction problem
563,2348,Rommes,nopss_11k,,11685,11685,44941,eigenvalue/model reduction problem
564,918,Hohn,fd15,,11532,11532,44206,materials problem
565,921,Hohn,sinc15,,11532,11532,551184,materials problem
566,1204,Oberwolfach,t2dah_a,,11445,11445,176117,duplicate model reduction problem
567,1205,Oberwolfach,t2dah_e,,11445,11445,176117,duplicate model reduction problem
568,1447,Oberwolfach,t2dah,,11445,11445,176117,model reduction problem
569,911,vanHeukelum,cage10,,11397,11397,150645,directed weighted graph
570,1183,IBM_Austin,coupled,,11341,11341,97193,circuit simulation problem
571,2352,Rommes,bips98_1450,,11305,11305,44678,eigenvalue/model reduction problem
572,1562,Schenk_IBMNA,c-43,,11125,11125,123659,optimization problem
573,842,Cunningham,k3plates,,11107,11107,378927,acoustics problem
574,843,Cunningham,m3plates,,11107,11107,6639,acoustics problem
575,39,HB,bcsstk17,,10974,10974,428650,structural problem
576,742,Mallya,lhr11,,10964,10964,231806,chemical process simulation problem
577,743,Mallya,lhr11c,,10964,10964,233741,chemical process simulation problem
578,969,Schenk_ISEI,igbt3,,10938,10938,130500,semiconductor device problem
579,361,Boeing,msc10848,,10848,10848,1229776,structural problem
580,2221,TSOPF,TSOPF_FS_b162_c1,,10798,10798,608540,power network problem
581,1697,Meszaros,co9,,10789,22924,109651,linear programming problem
582,1563,Schenk_IBMNA,c-44,,10728,10728,85000,optimization problem
583,740,Mallya,lhr10,,10672,10672,228395,chemical process simulation problem
584,741,Mallya,lhr10c,,10672,10672,232633,chemical process simulation problem
585,1472,Pajek,FA,,10617,10617,72176,directed weighted graph
586,1405,Bindel,ted_A,,10605,10605,424587,thermal problem
587,1406,Bindel,ted_B,,10605,10605,144579,thermal problem
588,1408,Bindel,ted_A_unscaled,,10605,10605,424587,thermal problem
589,1409,Bindel,ted_B_unscaled,,10605,10605,144579,thermal problem
590,1347,Lourakis,bundle1,,10581,10581,770811,computer graphics/vision problem
591,1561,Schenk_IBMNA,c-42,,10471,10471,110285,optimization problem
592,648,LPnetlib,lp_osa_60,,10280,243246,1408073,linear programming problem
593,1245,GHS_indef,sit100,,10262,10262,61046,2D/3D problem
594,1674,Mittelmann,spal_004,,10203,321696,46168124,linear programming problem
595,1713,Meszaros,ge,,10099,16369,44825,linear programming problem
596,1743,Meszaros,p010,,10090,19090,118000,linear programming problem
597,1425,GHS_indef,bloweybq,,10001,10001,49999,materials problem
598,1612,Bai,cryg10000,,10000,10000,49699,materials problem
599,1559,Schenk_IBMNA,c-40,,9941,9941,81501,optimization problem
600,888,Norris,fv2,,9801,9801,87025,2D/3D problem
601,889,Norris,fv3,,9801,9801,87025,2D/3D problem
602,1916,TKK,t2d_q4,,9801,9801,87025,structural problem sequence
603,1917,TKK,t2d_q9,,9801,9801,87025,structural problem sequence
604,2540,IPSO,TSC_OPF_300,,9774,9774,820783,power network problem
605,1560,Schenk_IBMNA,c-41,,9769,9769,101635,optimization problem
606,1827,Meszaros,scagr7-2b,,9743,13847,35885,linear programming problem sequence
607,2351,Rommes,bips98_1142,,9735,9735,40983,eigenvalue/model reduction problem
608,1432,Oberwolfach,flowmeter0,,9669,9669,67391,model reduction problem
609,1433,Oberwolfach,flowmeter5,,9669,9669,67391,model reduction problem
610,610,LPnetlib,lp_cre_b,,9648,77137,260785,linear programming problem
611,887,Norris,fv1,,9604,9604,85264,2D/3D problem
612,376,Brethour,coater2,,9540,9540,207308,computational fluid dynamics problem
613,765,Nemeth,nemeth01,,9506,9506,725054,theoretical/quantum chemistry problem sequence
614,766,Nemeth,nemeth02,,9506,9506,394808,subsequent theoretical/quantum chemistry problem
615,767,Nemeth,nemeth03,,9506,9506,394808,subsequent theoretical/quantum chemistry problem
616,768,Nemeth,nemeth04,,9506,9506,394808,subsequent theoretical/quantum chemistry problem
617,769,Nemeth,nemeth05,,9506,9506,394808,subsequent theoretical/quantum chemistry problem
618,770,Nemeth,nemeth06,,9506,9506,394808,subsequent theoretical/quantum chemistry problem
619,771,Nemeth,nemeth07,,9506,9506,394812,subsequent theoretical/quantum chemistry problem
620,772,Nemeth,nemeth08,,9506,9506,394816,subsequent theoretical/quantum chemistry problem
621,773,Nemeth,nemeth09,,9506,9506,395506,subsequent theoretical/quantum chemistry problem
622,774,Nemeth,nemeth10,,9506,9506,401448,subsequent theoretical/quantum chemistry problem
623,775,Nemeth,nemeth11,,9506,9506,408264,subsequent theoretical/quantum chemistry problem
624,776,Nemeth,nemeth12,,9506,9506,446818,subsequent theoretical/quantum chemistry problem
625,777,Nemeth,nemeth13,,9506,9506,474472,subsequent theoretical/quantum chemistry problem
626,778,Nemeth,nemeth14,,9506,9506,496144,subsequent theoretical/quantum chemistry problem
627,779,Nemeth,nemeth15,,9506,9506,539802,subsequent theoretical/quantum chemistry problem
628,780,Nemeth,nemeth16,,9506,9506,587012,subsequent theoretical/quantum chemistry problem
629,781,Nemeth,nemeth17,,9506,9506,629620,subsequent theoretical/quantum chemistry problem
630,782,Nemeth,nemeth18,,9506,9506,695234,subsequent theoretical/quantum chemistry problem
631,783,Nemeth,nemeth19,,9506,9506,818302,subsequent theoretical/quantum chemistry problem
632,784,Nemeth,nemeth20,,9506,9506,971870,subsequent theoretical/quantum chemistry problem
633,785,Nemeth,nemeth21,,9506,9506,1173746,subsequent theoretical/quantum chemistry problem
634,786,Nemeth,nemeth22,,9506,9506,1358832,subsequent theoretical/quantum chemistry problem
635,787,Nemeth,nemeth23,,9506,9506,1506810,subsequent theoretical/quantum chemistry problem
636,788,Nemeth,nemeth24,,9506,9506,1506550,subsequent theoretical/quantum chemistry problem
637,789,Nemeth,nemeth25,,9506,9506,1511758,subsequent theoretical/quantum chemistry problem
638,790,Nemeth,nemeth26,,9506,9506,1511760,subsequent theoretical/quantum chemistry problem
639,1700,Meszaros,cq9,,9278,21534,96653,linear programming problem
640,1558,Schenk_IBMNA,c-39,,9271,9271,116587,optimization problem
641,580,Hollinger,mark3jac020,,9129,9129,52883,economic problem
642,581,Hollinger,mark3jac020sc,,9129,9129,52883,economic problem
643,448,Graham,graham1,,9035,9035,335472,computational fluid dynamics problem
644,936,ND,nd3k,,9000,9000,3279690,2D/3D problem
645,612,LPnetlib,lp_cre_d,,8926,73948,246614,linear programming problem
646,1404,MathWorks,Kaufhold,,8765,8765,42471,counter-example problem
647,1837,Meszaros,scsd8-2r,,8650,60550,190210,linear programming problem sequence
648,2398,Newman,hep-th,,8361,8361,31502,undirected weighted graph
649,1348,PARSEC,benzene,,8219,8219,242669,theoretical/quantum chemistry problem
650,791,Okunbor,aft01,,8205,8205,125567,acoustics problem
651,1556,Schenk_IBMNA,c-37,,8204,8204,74676,optimization problem
652,312,Bai,dw4096,,8192,8192,41746,electromagnetics problem
653,1615,Bai,dw8192,,8192,8192,41746,electromagnetics problem
654,2539,IPSO,TSC_OPF_1047,,8140,8140,2012833,power network problem
655,1557,Schenk_IBMNA,c-38,,8127,8127,77689,optimization problem
656,1170,MathWorks,Pd,,8081,8081,13036,counter-example problem
657,1171,MathWorks,Pd_rhs,,8081,12406,6323,counter-example problem
658,343,Boeing,bcsstk38,,8032,8032,355460,structural problem
659,348,Boeing,bcsstm38,,8032,8032,10485,structural problem
660,2335,Fluorem,GT01R,,7980,7980,430909,computational fluid dynamics problem
661,435,FIDAP,ex40,,7740,7740,456188,computational fluid dynamics problem
662,1797,Meszaros,deter3,,7647,21777,44547,linear programming problem
663,1187,Rajat,rajat03,,7602,7602,32653,circuit simulation problem
664,1197,Rajat,rajat13,,7598,7598,48762,circuit simulation problem
665,1395,MKS,fp,,7548,7548,834222,electromagnetics problem
666,917,Hohn,fd12,,7500,7500,28462,materials problem
667,920,Hohn,sinc12,,7500,7500,283992,materials problem
668,1555,Schenk_IBMNA,c-36,,7479,7479,65941,optimization problem
669,738,Mallya,lhr07,,7337,7337,154660,chemical process simulation problem
670,739,Mallya,lhr07c,,7337,7337,156508,chemical process simulation problem
671,446,Goodwin,goodwin,,7320,7320,324772,computational fluid dynamics problem
672,1891,Marini,eurqsa,,7245,7245,46142,economic problem
673,2245,TSOPF,TSOPF_RS_b9_c6,,7224,7224,54082,power network problem
674,1738,Meszaros,nemswrld,,7138,28550,192283,linear programming problem
675,2350,Rommes,bips98_606,,7135,7135,34738,eigenvalue/model reduction problem
676,1330,MathWorks,Kuu,,7102,7102,340200,structural problem
677,1331,MathWorks,Muu,,7102,7102,170134,structural problem
678,934,Lucifora,cell1,,7055,7055,30082,directed weighted graph
679,935,Lucifora,cell2,,7055,7055,30082,directed weighted graph
680,1739,Meszaros,nl,,7039,15325,47035,linear programming problem
681,1735,Meszaros,nemsemm2,,6943,48878,182012,linear programming problem
682,413,FIDAP,ex15,,6867,6867,98671,computational fluid dynamics problem
683,568,Hollinger,jan99jac020,,6774,6774,33744,economic problem
684,569,Hollinger,jan99jac020sc,,6774,6774,33744,economic problem
685,454,Grund,bayer03,,6747,6747,29195,chemical process simulation problem
686,1553,Schenk_IBMNA,c-34,,6611,6611,64333,optimization problem
687,1779,Meszaros,ulevimin,,6590,46937,164538,linear programming problem
688,1554,Schenk_IBMNA,c-35,,6537,6537,62891,optimization problem
689,1801,Meszaros,deter7,,6375,18153,37131,linear programming problem
690,1552,Schenk_IBMNA,c-33,,6317,6317,56123,optimization problem
691,818,Simon,raefsky5,,6316,6316,167178,structural problem
692,1805,Meszaros,fxm3_6,,6200,12625,57722,linear programming problem
693,902,Shen,shermanACd,,6136,6136,53329,2D/3D problem
694,1796,Meszaros,deter2,,6095,17313,35731,linear programming problem
695,619,LPnetlib,lp_dfl001,,6071,12230,35632,linear programming problem
696,1235,GHS_indef,exdata_1,,6001,6001,2269500,optimization problem
697,1772,Meszaros,stat96v1,,5995,197472,588798,linear programming problem
698,1551,Schenk_IBMNA,c-32,,5975,5975,54471,optimization problem
699,1200,Hamrle,Hamrle2,,5952,5952,22162,circuit simulation problem
700,826,TOKAMAK,utm5940,,5940,5940,83842,electromagnetics problem
701,466,Grund,meg4,,5860,5860,25258,circuit simulation problem
702,547,Hollinger,g7jac020,,5850,5850,42568,economic problem
703,548,Hollinger,g7jac020sc,,5850,5850,42568,economic problem
704,1358,PARSEC,Na5,,5832,5832,305630,theoretical/quantum chemistry problem
705,1696,Meszaros,co5,,5774,12325,57993,linear programming problem
706,414,FIDAP,ex18,,5773,5773,71701,computational fluid dynamics problem
707,1366,PARSEC,SiNa,,5743,5743,198787,theoretical/quantum chemistry problem
708,1795,Meszaros,deter1,,5527,15737,32187,linear programming problem
709,1605,Cylshell,s1rmq4m1,,5489,5489,262411,structural problem
710,1606,Cylshell,s2rmq4m1,,5489,5489,263351,structural problem
711,1607,Cylshell,s3rmq4m1,,5489,5489,262943,structural problem
712,1608,Cylshell,s1rmt3m1,,5489,5489,217651,structural problem
713,1609,Cylshell,s2rmt3m1,,5489,5489,217681,structural problem
714,1610,Cylshell,s3rmt3m1,,5489,5489,217669,structural problem
715,2232,TSOPF,TSOPF_RS_b162_c1,,5374,5374,205399,power network problem
716,1611,Cylshell,s3rmt3m3,,5357,5357,207123,structural problem
717,1550,Schenk_IBMNA,c-31,,5339,5339,78571,optimization problem
718,1549,Schenk_IBMNA,c-30,,5321,5321,65693,optimization problem
719,837,Zitney,hydr1,,5308,5308,22680,chemical process simulation problem
720,1536,Zitney,hydr1c,,5308,5308,22592,chemical process simulation problem sequence
721,1758,Meszaros,r05,,5190,9690,104145,linear programming problem
722,1444,Oberwolfach,rail_5177,,5177,5177,35185,model reduction problem
723,336,Bai,rw5151,,5151,5151,20199,statistical/mathematical problem
724,1835,Meszaros,scsd8-2b,,5130,35910,112770,linear programming problem sequence
725,1836,Meszaros,scsd8-2c,,5130,35910,112770,linear programming problem sequence
726,1799,Meszaros,deter5,,5103,14529,29715,linear programming problem
727,1748,Meszaros,p05,,5090,9590,59045,linear programming problem
728,1699,Meszaros,cq5,,5048,11748,51571,linear programming problem
729,1365,PARSEC,SiH4,,5041,5041,171903,theoretical/quantum chemistry problem
730,1548,Schenk_IBMNA,c-29,,5033,5033,43731,optimization problem
731,244,HB,sherman3,,5005,5005,20033,computational fluid dynamics problem
732,322,Bai,olm5000,,5000,5000,19996,computational fluid dynamics problem
733,332,Bai,rdb5000,,5000,5000,29600,computational fluid dynamics problem
734,540,Hamm,add32,,4960,4960,19848,circuit simulation problem
735,155,HB,gemat1,,4929,10595,46591,power network problem
736,156,HB,gemat11,,4929,4929,33108,power network problem sequence
737,157,HB,gemat12,,4929,4929,33044,subsequent power network problem
738,38,HB,bcsstk16,,4884,4884,290378,structural problem
739,350,Boeing,crystk01,,4875,4875,315891,materials problem
740,353,Boeing,crystm01,,4875,4875,105339,materials problem
741,1624,Bai,mhd4800a,,4800,4800,102252,electromagnetics problem
742,1625,Bai,mhd4800b,,4800,4800,27520,electromagnetics problem
743,810,Shyy,shyy41,,4720,4720,20042,computational fluid dynamics problem
744,760,Nasa,nasa4704,,4704,4704,104756,structural problem
745,1888,NYPA,Maragal_5,,4654,3320,93091,least squares problem
746,1547,Schenk_IBMNA,c-28,,4598,4598,30590,optimization problem
747,1546,Schenk_IBMNA,c-27,,4563,4563,30927,optimization problem
748,395,DRIVCAV,cavity16,,4562,4562,137887,computational fluid dynamics problem sequence
749,396,DRIVCAV,cavity17,,4562,4562,131735,subsequent computational fluid dynamics problem
750,397,DRIVCAV,cavity18,,4562,4562,138040,subsequent computational fluid dynamics problem
751,398,DRIVCAV,cavity19,,4562,4562,131735,subsequent computational fluid dynamics problem
752,399,DRIVCAV,cavity20,,4562,4562,138040,subsequent computational fluid dynamics problem
753,400,DRIVCAV,cavity21,,4562,4562,131735,subsequent computational fluid dynamics problem
754,401,DRIVCAV,cavity22,,4562,4562,138040,subsequent computational fluid dynamics problem
755,402,DRIVCAV,cavity23,,4562,4562,131735,subsequent computational fluid dynamics problem
756,403,DRIVCAV,cavity24,,4562,4562,138040,subsequent computational fluid dynamics problem
757,404,DRIVCAV,cavity25,,4562,4562,131735,subsequent computational fluid dynamics problem
758,405,DRIVCAV,cavity26,,4562,4562,138040,subsequent computational fluid dynamics problem
759,360,Boeing,msc04515,,4515,4515,97707,structural problem
760,371,Bomhof,circuit_2,,4510,4510,21199,circuit simulation problem
761,1918,Luong,photogrammetry2,,4472,936,37056,computer graphics/vision problem
762,50,HB,bcsstk28,,4410,4410,219024,structural problem
763,1811,Meszaros,stormg2-8,,4409,11322,28553,linear programming problem
764,1731,Meszaros,model10,,4400,16819,150372,linear programming problem
765,647,LPnetlib,lp_osa_30,,4350,104374,604488,linear programming problem
766,1868,Quaglino,viscoplastic1,,4326,4326,61166,materials problem
767,1545,Schenk_IBMNA,c-26,,4307,4307,34537,optimization problem
768,1818,Meszaros,large,,4282,8617,20635,linear programming problem sequence
769,1206,Oberwolfach,t2dal_a,,4257,4257,37465,duplicate model reduction problem
770,1207,Oberwolfach,t2dal_e,,4257,4257,4257,duplicate model reduction problem
771,1448,Oberwolfach,t2dal_bci,,4257,4257,37465,model reduction problem
772,1449,Oberwolfach,t2dal,,4257,4257,37465,model reduction problem
